key,visitors,pageviews
/,8378,10355
/app,8275,13286
/camera/[id],344,751
/privacy,19,20
/cameras/[country]/[region],14,35
/cameras/[country],13,23
/camera/tfl:JamCams_00002.00865,8,8
/cameras,5,8
/[layers],4,9
/admin,4,5
/sitemap,2,2
/about,1,1
/admin/verify,1,1
/app/admin,1,1
/camera/digitraffic%3AC12591,1,1
/cameras/[country]/[region]/[...paging],1,1
/cameras/[country]/road/[road],1,11
/sitemap.txt,1,1
