key,visitors,pageviews
/app,5886,9998
/,5676,6726
/camera/[id],197,433
/privacy,15,16
/cameras/[country]/[region],10,28
/cameras/[country],9,17
/cameras,4,7
/admin,2,2
/cameras/[country]/road/[road],1,11
/sitemap,1,1
